Variable,Importance,Sign,method,area,month,resp,StDev
wetland_prop_100m,6.367932072603666e-4,NA,perm_r2,MAL,1,T2_absmax,9.411272252867432e-4
snow_days,0.08158274343890026,NA,perm_r2,MAL,1,T2_absmax,0.02610421920721255
tpi100,0.01992151103444184,NA,perm_r2,MAL,1,T2_absmax,0.013093072207079798
water_prop_500m,0.008104840668895053,NA,perm_r2,MAL,1,T2_absmax,0.009988305275066738
canopy_cover2m_10m,0.0534216599620446,NA,perm_r2,MAL,1,T2_absmax,0.017467051129103232
moist_med,0.08708585951231763,NA,perm_r2,MAL,1,T2_absmax,0.03254632873849223
altitude,0.5802081224791682,NA,perm_rmse,MAL,1,T2_absmax,0.058126689987421994
wetland_prop_100m,4.948139934401796e-4,NA,perm_rmse,MAL,1,T2_absmax,0.0011542310242507838
snow_days,0.0817765683781012,NA,perm_rmse,MAL,1,T2_absmax,0.03405825393181971
tpi100,0.022713536778358145,NA,perm_rmse,MAL,1,T2_absmax,0.009276217214282114
water_prop_500m,0.008968040869091287,NA,perm_rmse,MAL,1,T2_absmax,0.011235103227611908
canopy_cover2m_10m,0.0336326943038218,NA,perm_rmse,MAL,1,T2_absmax,0.01757408028258686
moist_med,0.0901019196342063,NA,perm_rmse,MAL,1,T2_absmax,0.01576268000698114
altitude,0.7903767739218134,NA,pdp,MAL,1,T2_absmax,NA
wetland_prop_100m,0.01730831989105782,NA,pdp,MAL,1,T2_absmax,NA
snow_days,0.68004964970162,NA,pdp,MAL,1,T2_absmax,NA
tpi100,0.21739993025700083,NA,pdp,MAL,1,T2_absmax,NA
water_prop_500m,0.11586042188188142,NA,pdp,MAL,1,T2_absmax,NA
canopy_cover2m_10m,0.11992676999700691,NA,pdp,MAL,1,T2_absmax,NA
moist_med,0.2825179251859531,NA,pdp,MAL,1,T2_absmax,NA
altitude,5.154262594306681,NEG,tstat,MAL,1,T3_absmax,NA
wetland_prop_100m,0.03289810069960943,NEG,tstat,MAL,1,T3_absmax,NA
snow_days,1.9857591409141806,POS,tstat,MAL,1,T3_absmax,NA
tpi100,1.0692418581995233,NEG,tstat,MAL,1,T3_absmax,NA
water_prop_500m,1.2094157520046156,NEG,tstat,MAL,1,T3_absmax,NA
canopy_cover2m_10m,1.5455214364893741,POS,tstat,MAL,1,T3_absmax,NA
moist_med,2.892311209250596,POS,tstat,MAL,1,T3_absmax,NA
altitude,0.5064337987770453,NA,perm_r2,MAL,1,T3_absmax,0.05778109110628779
wetland_prop_100m,1.903907782907721e-4,NA,perm_r2,MAL,1,T3_absmax,4.991768985009907e-4
snow_days,0.03922392721626006,NA,perm_r2,MAL,1,T3_absmax,0.028594087088824424
tpi100,0.012716685377985416,NA,perm_r2,MAL,1,T3_absmax,0.00793356435230705
water_prop_500m,0.01830306382657516,NA,perm_r2,MAL,1,T3_absmax,0.01219025968374482
canopy_cover2m_10m,0.0646991541929787,NA,perm_r2,MAL,1,T3_absmax,0.02058638313448555
moist_med,0.10553981684180934,NA,perm_r2,MAL,1,T3_absmax,0.026667772727202447
altitude,0.4789749907463191,NA,perm_rmse,MAL,1,T3_absmax,0.05798224899581051
wetland_prop_100m,-9.416177062857579e-5,NA,perm_rmse,MAL,1,T3_absmax,3.9837805194417256e-4
snow_days,0.04868224107556128,NA,perm_rmse,MAL,1,T3_absmax,0.023949317998651694
tpi100,0.006997169889733035,NA,perm_rmse,MAL,1,T3_absmax,0.008595635635312295
water_prop_500m,0.01868001496270366,NA,perm_rmse,MAL,1,T3_absmax,0.01287815395631635
canopy_cover2m_10m,0.05006117655662166,NA,perm_rmse,MAL,1,T3_absmax,0.02538060257619823
moist_med,0.08772825994883575,NA,perm_rmse,MAL,1,T3_absmax,0.020829382540257308
altitude,0.6929367076423284,NA,pdp,MAL,1,T3_absmax,NA
wetland_prop_100m,0.005942592351400368,NA,pdp,MAL,1,T3_absmax,NA
snow_days,0.4931386498380815,NA,pdp,MAL,1,T3_absmax,NA
tpi100,0.15543951253834903,NA,pdp,MAL,1,T3_absmax,NA
water_prop_500m,0.13417635480195336,NA,pdp,MAL,1,T3_absmax,NA
canopy_cover2m_10m,0.13187815492620383,NA,pdp,MAL,1,T3_absmax,NA
moist_med,0.29282968262101605,NA,pdp,MAL,1,T3_absmax,NA
altitude,3.2299953720959653,NEG,tstat,MAL,1,T4_absmax,NA
wetland_prop_100m,0.31538181013936273,NEG,tstat,MAL,1,T4_absmax,NA
snow_days,1.0227380790743907,NEG,tstat,MAL,1,T4_absmax,NA
tpi100,0.7354508185336112,NEG,tstat,MAL,1,T4_absmax,NA
water_prop_500m,1.4847474116583008,POS,tstat,MAL,1,T4_absmax,NA
canopy_cover2m_10m,1.2925720447002924,NEG,tstat,MAL,1,T4_absmax,NA
moist_med,0.07624341684216572,NEG,tstat,MAL,1,T4_absmax,NA
altitude,0.6027346465733224,NA,perm_r2,MAL,1,T4_absmax,0.06289628122995956
wetland_prop_100m,0.004210326350208893,NA,perm_r2,MAL,1,T4_absmax,0.010836951146084968
snow_days,0.03935659638895259,NA,perm_r2,MAL,1,T4_absmax,0.0364807987482031
tpi100,0.0236326442750587,NA,perm_r2,MAL,1,T4_absmax,0.013048504562251428
water_prop_500m,0.055960158290264225,NA,perm_r2,MAL,1,T4_absmax,0.047037704944161235
canopy_cover2m_10m,0.07471816216002175,NA,perm_r2,MAL,1,T4_absmax,0.05873157757233754
moist_med,0.001158642846593838,NA,perm_r2,MAL,1,T4_absmax,0.002180691779061048
altitude,0.4414918148674031,NA,perm_rmse,MAL,1,T4_absmax,0.1004949584276538
wetland_prop_100m,0.0023721993323350564,NA,perm_rmse,MAL,1,T4_absmax,0.006271126184927873
snow_days,0.021127931490770045,NA,perm_rmse,MAL,1,T4_absmax,0.022878698643735304
tpi100,0.0055912487916455365,NA,perm_rmse,MAL,1,T4_absmax,0.01135257526602201
water_prop_500m,0.05078495678641966,NA,perm_rmse,MAL,1,T4_absmax,0.0223182231486439
canopy_cover2m_10m,0.07852161990097042,NA,perm_rmse,MAL,1,T4_absmax,0.02493257473800832
moist_med,-1.1052882462646574e-4,NA,perm_rmse,MAL,1,T4_absmax,0.0017420283059838679
altitude,0.6275024912390944,NA,pdp,MAL,1,T4_absmax,NA
wetland_prop_100m,0.04368301436181595,NA,pdp,MAL,1,T4_absmax,NA
snow_days,0.19589995547468358,NA,pdp,MAL,1,T4_absmax,NA
tpi100,0.08750577144584622,NA,pdp,MAL,1,T4_absmax,NA
water_prop_500m,0.18258832064225336,NA,pdp,MAL,1,T4_absmax,NA
canopy_cover2m_10m,0.14742784371805528,NA,pdp,MAL,1,T4_absmax,NA
moist_med,0.008082082391423833,NA,pdp,MAL,1,T4_absmax,NA
altitude,5.82967564391455,NEG,tstat,MAL,1,T1_mean,NA
wetland_prop_100m,0.06535320196094073,POS,tstat,MAL,1,T1_mean,NA
snow_days,3.8822220705838966,POS,tstat,MAL,1,T1_mean,NA
tpi100,1.6194976792480658,NEG,tstat,MAL,1,T1_mean,NA
water_prop_500m,0.6510676988279603,NEG,tstat,MAL,1,T1_mean,NA
canopy_cover2m_10m,1.5814030086937148,POS,tstat,MAL,1,T1_mean,NA
moist_med,2.3442374961748254,POS,tstat,MAL,1,T1_mean,NA
altitude,0.5535096814431626,NA,perm_r2,MAL,1,T1_mean,0.03861171625328129
wetland_prop_100m,3.2566951537219555e-4,NA,perm_r2,MAL,1,T1_mean,5.202499261317449e-4
snow_days,0.16356352585347467,NA,perm_r2,MAL,1,T1_mean,0.03876535705245232
tpi100,0.024649085357685042,NA,perm_r2,MAL,1,T1_mean,0.021929793322767708
water_prop_500m,0.004801092286232577,NA,perm_r2,MAL,1,T1_mean,0.00522511001849501
canopy_cover2m_10m,0.059544569456539485,NA,perm_r2,MAL,1,T1_mean,0.02130768124931611
moist_med,0.057798526891077597,NA,perm_r2,MAL,1,T1_mean,0.018163299306901852
altitude,0.6893946457789136,NA,perm_rmse,MAL,1,T1_mean,0.0775888840877655
wetland_prop_100m,1.6437043721462264e-5,NA,perm_rmse,MAL,1,T1_mean,3.847869058229587e-4
snow_days,0.20761946376330703,NA,perm_rmse,MAL,1,T1_mean,0.030055154044802416
tpi100,0.031650479046447855,NA,perm_rmse,MAL,1,T1_mean,0.014181495857892993
water_prop_500m,0.0025865943477285324,NA,perm_rmse,MAL,1,T1_mean,0.006379104301301869
canopy_cover2m_10m,0.07014251314666518,NA,perm_rmse,MAL,1,T1_mean,0.020055995990804373
moist_med,0.07981376980140831,NA,perm_rmse,MAL,1,T1_mean,0.02102514509613806
altitude,0.9003799043363166,NA,pdp,MAL,1,T1_mean,NA
wetland_prop_100m,0.013556090353170031,NA,pdp,MAL,1,T1_mean,NA
snow_days,1.107629712413716,NA,pdp,MAL,1,T1_mean,NA
tpi100,0.27030127885287397,NA,pdp,MAL,1,T1_mean,NA
water_prop_500m,0.08260650862817522,NA,pdp,MAL,1,T1_mean,NA
canopy_cover2m_10m,0.15437514629253407,NA,pdp,MAL,1,T1_mean,NA
moist_med,0.27248287077347133,NA,pdp,MAL,1,T1_mean,NA
altitude,5.723967833963125,NEG,tstat,MAL,1,T1_absmin,NA
wetland_prop_100m,0.3825149209161245,POS,tstat,MAL,1,T1_absmin,NA
snow_days,4.777038107488781,POS,tstat,MAL,1,T1_absmin,NA
tpi100,1.8879253368189488,NEG,tstat,MAL,1,T1_absmin,NA
water_prop_500m,0.5753356746755223,NEG,tstat,MAL,1,T1_absmin,NA
canopy_cover2m_10m,1.9007901648276677,POS,tstat,MAL,1,T1_absmin,NA
moist_med,2.4496556806421865,POS,tstat,MAL,1,T1_absmin,NA
altitude,0.5433041353360961,NA,perm_r2,MAL,1,T1_absmin,0.03737769978038929
wetland_prop_100m,0.0021502665878402327,NA,perm_r2,MAL,1,T1_absmin,0.0022161289081868134
snow_days,0.22475395525387462,NA,perm_r2,MAL,1,T1_absmin,0.030992650976641826
tpi100,0.023985097316001035,NA,perm_r2,MAL,1,T1_absmin,0.009622591084861175
water_prop_500m,0.0031068080411442932,NA,perm_r2,MAL,1,T1_absmin,0.005049951814010116
canopy_cover2m_10m,0.07743540512243233,NA,perm_r2,MAL,1,T1_absmin,0.02008755383278831
moist_med,0.07370714278616673,NA,perm_r2,MAL,1,T1_absmin,0.021172426211949726
altitude,0.813100201408136,NA,perm_rmse,MAL,1,T1_absmin,0.09944156102472286
wetland_prop_100m,0.0011968160665304594,NA,perm_rmse,MAL,1,T1_absmin,0.005276983431069845
snow_days,0.37355822944860156,NA,perm_rmse,MAL,1,T1_absmin,0.05582572612078535
tpi100,0.030386252688635595,NA,perm_rmse,MAL,1,T1_absmin,0.02390277788764309
water_prop_500m,0.002911826324290523,NA,perm_rmse,MAL,1,T1_absmin,0.0119169993269691
canopy_cover2m_10m,0.0907603488464217,NA,perm_rmse,MAL,1,T1_absmin,0.035230737742844034
moist_med,0.09235954785100065,NA,perm_rmse,MAL,1,T1_absmin,0.0301724773333158
altitude,1.0909945572069621,NA,pdp,MAL,1,T1_absmin,NA
wetland_prop_100m,0.09791742017166707,NA,pdp,MAL,1,T1_absmin,NA
snow_days,1.681964892764476,NA,pdp,MAL,1,T1_absmin,NA
tpi100,0.3888629649714903,NA,pdp,MAL,1,T1_absmin,NA
water_prop_500m,0.09008519428883544,NA,pdp,MAL,1,T1_absmin,NA
canopy_cover2m_10m,0.22898814314082605,NA,pdp,MAL,1,T1_absmin,NA
moist_med,0.3513877691341547,NA,pdp,MAL,1,T1_absmin,NA
altitude,5.796044013672766,NEG,tstat,MAL,1,T1_meanmax,NA
wetland_prop_100m,0.09557137677550416,POS,tstat,MAL,1,T1_meanmax,NA
snow_days,3.7051228283637743,POS,tstat,MAL,1,T1_meanmax,NA
tpi100,1.6580369367251466,NEG,tstat,MAL,1,T1_meanmax,NA
water_prop_500m,0.6567217204671736,NEG,tstat,MAL,1,T1_meanmax,NA
canopy_cover2m_10m,1.5785983305050095,POS,tstat,MAL,1,T1_meanmax,NA
moist_med,2.3416835164270617,POS,tstat,MAL,1,T1_meanmax,NA
altitude,0.567831069424021,NA,perm_r2,MAL,1,T1_meanmax,0.02097473721683194
wetland_prop_100m,1.1268664055538168e-4,NA,perm_r2,MAL,1,T1_meanmax,6.838273647988563e-4
snow_days,0.14395712818400405,NA,perm_r2,MAL,1,T1_meanmax,0.028546953428505405
tpi100,0.033105162950812596,NA,perm_r2,MAL,1,T1_meanmax,0.015134221256826516
water_prop_500m,0.005937194432639514,NA,perm_r2,MAL,1,T1_meanmax,0.005262914598258746
canopy_cover2m_10m,0.0480855638085389,NA,perm_r2,MAL,1,T1_meanmax,0.026140754263060173
moist_med,0.05371595643878009,NA,perm_r2,MAL,1,T1_meanmax,0.029307786215184307
altitude,0.6398881466670566,NA,perm_rmse,MAL,1,T1_meanmax,0.08035193418227318
wetland_prop_100m,-4.277957658287424e-5,NA,perm_rmse,MAL,1,T1_meanmax,0.001153105714736688
snow_days,0.16066079511123382,NA,perm_rmse,MAL,1,T1_meanmax,0.038520053854373806
tpi100,0.027190921706369487,NA,perm_rmse,MAL,1,T1_meanmax,0.013175244044873653
water_prop_500m,0.005611483761513514,NA,perm_rmse,MAL,1,T1_meanmax,0.0037175397422421195
canopy_cover2m_10m,0.05252117557430548,NA,perm_rmse,MAL,1,T1_meanmax,0.014903244005429955
moist_med,0.05793210039319861,NA,perm_rmse,MAL,1,T1_meanmax,0.019739821918962584
altitude,0.8749489145256178,NA,pdp,MAL,1,T1_meanmax,NA
wetland_prop_100m,0.019376041100112953,NA,pdp,MAL,1,T1_meanmax,NA
snow_days,1.0332048907246516,NA,pdp,MAL,1,T1_meanmax,NA
tpi100,0.27047777931058375,NA,pdp,MAL,1,T1_meanmax,NA
water_prop_500m,0.08144025380791246,NA,pdp,MAL,1,T1_meanmax,NA
canopy_cover2m_10m,0.15061772412170382,NA,pdp,MAL,1,T1_meanmax,NA
moist_med,0.2660329419990552,NA,pdp,MAL,1,T1_meanmax,NA
altitude,5.8525782485536,NEG,tstat,MAL,1,T1_meanmin,NA
wetland_prop_100m,0.026192816025358782,POS,tstat,MAL,1,T1_meanmin,NA
snow_days,4.031483450144966,POS,tstat,MAL,1,T1_meanmin,NA
tpi100,1.5878394659130648,NEG,tstat,MAL,1,T1_meanmin,NA
water_prop_500m,0.6492416516446128,NEG,tstat,MAL,1,T1_meanmin,NA
canopy_cover2m_10m,1.5827075499608125,POS,tstat,MAL,1,T1_meanmin,NA
moist_med,2.341860565108764,POS,tstat,MAL,1,T1_meanmin,NA
altitude,0.546878853302906,NA,perm_r2,MAL,1,T1_meanmin,0.03926778223613199
wetland_prop_100m,-7.219221337008141e-5,NA,perm_r2,MAL,1,T1_meanmin,2.9491785408489185e-4
snow_days,0.16192800562370768,NA,perm_r2,MAL,1,T1_meanmin,0.046615769793343066
tpi100,0.02529652523964987,NA,perm_r2,MAL,1,T1_meanmin,0.011474748961013295
water_prop_500m,0.004097539165476482,NA,perm_r2,MAL,1,T1_meanmin,0.00893004375689983
canopy_cover2m_10m,0.05513743170531034,NA,perm_r2,MAL,1,T1_meanmin,0.02557323344134339
moist_med,0.06831446610520589,NA,perm_r2,MAL,1,T1_meanmin,0.01945670793966107
altitude,0.7112066149169172,NA,perm_rmse,MAL,1,T1_meanmin,0.07547632452884512
wetland_prop_100m,1.1633026684670922e-4,NA,perm_rmse,MAL,1,T1_meanmin,2.5933135572154094e-4
snow_days,0.21790640958048496,NA,perm_rmse,MAL,1,T1_meanmin,0.04238789926794027
tpi100,0.023953625160344938,NA,perm_rmse,MAL,1,T1_meanmin,0.01900290684674009
water_prop_500m,0.009975334749216603,NA,perm_rmse,MAL,1,T1_meanmin,0.007163165922143508
canopy_cover2m_10m,0.05470214959084485,NA,perm_rmse,MAL,1,T1_meanmin,0.03624624903780393
moist_med,0.07609077824781452,NA,perm_rmse,MAL,1,T1_meanmin,0.028654364777003734
altitude,0.92459805699242,NA,pdp,MAL,1,T1_meanmin,NA
wetland_prop_100m,0.005557431556250574,NA,pdp,MAL,1,T1_meanmin,NA
snow_days,1.1765312047572927,NA,pdp,MAL,1,T1_meanmin,NA
tpi100,0.27108076877428916,NA,pdp,MAL,1,T1_meanmin,NA
water_prop_500m,0.08425949221657163,NA,pdp,MAL,1,T1_meanmin,NA
canopy_cover2m_10m,0.158037387392404,NA,pdp,MAL,1,T1_meanmin,NA
moist_med,0.278434455802879,NA,pdp,MAL,1,T1_meanmin,NA
altitude,5.918240792216148,NEG,tstat,MAL,1,T2_mean,NA
wetland_prop_100m,0.19665336239749845,NEG,tstat,MAL,1,T2_mean,NA
snow_days,4.0465777504408385,POS,tstat,MAL,1,T2_mean,NA
tpi100,1.2402986805618972,NEG,tstat,MAL,1,T2_mean,NA
water_prop_500m,1.031698616419093,NEG,tstat,MAL,1,T2_mean,NA
canopy_cover2m_10m,1.5310583150059758,POS,tstat,MAL,1,T2_mean,NA
moist_med,2.8402181151223966,POS,tstat,MAL,1,T2_mean,NA
altitude,0.5508082316192715,NA,perm_r2,MAL,1,T2_mean,0.041432283653240864
wetland_prop_100m,2.697972799142412e-4,NA,perm_r2,MAL,1,T2_mean,0.002817946444366064
snow_days,0.16640505952052587,NA,perm_r2,MAL,1,T2_mean,0.0288742077406379
tpi100,0.01621373174716919,NA,perm_r2,MAL,1,T2_mean,0.007079673247262144
water_prop_500m,0.008843238895495287,NA,perm_r2,MAL,1,T2_mean,0.007897832449359678
canopy_cover2m_10m,0.04610736610373588,NA,perm_r2,MAL,1,T2_mean,0.020517401307333236
moist_med,0.0980576966108221,NA,perm_r2,MAL,1,T2_mean,0.023889516874400104
altitude,0.7765984875470063,NA,perm_rmse,MAL,1,T2_mean,0.11247417849142673
wetland_prop_100m,0.0011597724807229314,NA,perm_rmse,MAL,1,T2_mean,0.00308710308992413
snow_days,0.22415293143056236,NA,perm_rmse,MAL,1,T2_mean,0.05259596270936643
tpi100,0.014357189067725184,NA,perm_rmse,MAL,1,T2_mean,0.014937219346960358
water_prop_500m,0.009006952740093232,NA,perm_rmse,MAL,1,T2_mean,0.015776903764225875
canopy_cover2m_10m,0.04267500251810684,NA,perm_rmse,MAL,1,T2_mean,0.022784522674767504
moist_med,0.09041481214133532,NA,perm_rmse,MAL,1,T2_mean,0.024842318462153908
altitude,1.0099326141966478,NA,pdp,MAL,1,T2_mean,NA
wetland_prop_100m,0.045069975842916554,NA,pdp,MAL,1,T2_mean,NA
snow_days,1.2756175244625363,NA,pdp,MAL,1,T2_mean,NA
tpi100,0.22872435774586167,NA,pdp,MAL,1,T2_mean,NA
water_prop_500m,0.14463031444587726,NA,pdp,MAL,1,T2_mean,NA
canopy_cover2m_10m,0.16513720072583554,NA,pdp,MAL,1,T2_mean,NA
moist_med,0.36476037680927215,NA,pdp,MAL,1,T2_mean,NA
altitude,5.778776512988727,NEG,tstat,MAL,1,T2_absmin,NA
wetland_prop_100m,0.13737411941498767,NEG,tstat,MAL,1,T2_absmin,NA
snow_days,5.419424200187461,POS,tstat,MAL,1,T2_absmin,NA
tpi100,1.373349890721966,NEG,tstat,MAL,1,T2_absmin,NA
water_prop_500m,0.7922591024110606,NEG,tstat,MAL,1,T2_absmin,NA
canopy_cover2m_10m,1.879437615495629,POS,tstat,MAL,1,T2_absmin,NA
moist_med,2.9170312477791933,POS,tstat,MAL,1,T2_absmin,NA
altitude,0.5545578423757199,NA,perm_r2,MAL,1,T2_absmin,0.033977407019023284
wetland_prop_100m,8.797203574923307e-4,NA,perm_r2,MAL,1,T2_absmin,0.0011953897270730815
snow_days,0.2410874131177277,NA,perm_r2,MAL,1,T2_absmin,0.07103491457415734
tpi100,0.01402499104743089,NA,perm_r2,MAL,1,T2_absmin,0.005722389510917727
water_prop_500m,0.008790713236714686,NA,perm_r2,MAL,1,T2_absmin,0.007519514444281002
canopy_cover2m_10m,0.07663492937425355,NA,perm_r2,MAL,1,T2_absmin,0.03358023343528812
moist_med,0.10493299779862542,NA,perm_r2,MAL,1,T2_absmin,0.03193349646509963
altitude,1.0605913213528446,NA,perm_rmse,MAL,1,T2_absmin,0.09375488250693474
wetland_prop_100m,-2.7642955474385114e-4,NA,perm_rmse,MAL,1,T2_absmin,0.0025585417403136365
snow_days,0.556687525655591,NA,perm_rmse,MAL,1,T2_absmin,0.027939003240898565
tpi100,0.03971379436350837,NA,perm_rmse,MAL,1,T2_absmin,0.02269483124213357
water_prop_500m,0.009459520147488387,NA,perm_rmse,MAL,1,T2_absmin,0.014291312739774185
canopy_cover2m_10m,0.09646785565789798,NA,perm_rmse,MAL,1,T2_absmin,0.035746410306696626
moist_med,0.1743847830417422,NA,perm_rmse,MAL,1,T2_absmin,0.049098284822786456
altitude,1.409272900850054,NA,pdp,MAL,1,T2_absmin,NA
wetland_prop_100m,0.0449935547335053,NA,pdp,MAL,1,T2_absmin,NA
snow_days,2.4414350192913004,NA,pdp,MAL,1,T2_absmin,NA
tpi100,0.36193182113320044,NA,pdp,MAL,1,T2_absmin,NA
water_prop_500m,0.15872054847751998,NA,pdp,MAL,1,T2_absmin,NA
canopy_cover2m_10m,0.2896946910832183,NA,pdp,MAL,1,T2_absmin,NA
moist_med,0.5353730181092117,NA,pdp,MAL,1,T2_absmin,NA
altitude,5.895041859299923,NEG,tstat,MAL,1,T2_meanmax,NA
wetland_prop_100m,0.09299237495561465,NEG,tstat,MAL,1,T2_meanmax,NA
snow_days,3.7903090015097383,POS,tstat,MAL,1,T2_meanmax,NA
tpi100,1.3295020359140541,NEG,tstat,MAL,1,T2_meanmax,NA
water_prop_500m,1.0377681809725232,NEG,tstat,MAL,1,T2_meanmax,NA
canopy_cover2m_10m,1.5378815630561309,POS,tstat,MAL,1,T2_meanmax,NA
moist_med,2.8537977365154186,POS,tstat,MAL,1,T2_meanmax,NA
altitude,0.5653654328277473,NA,perm_r2,MAL,1,T2_meanmax,0.042657063888555384
wetland_prop_100m,-2.5933292442055224e-4,NA,perm_r2,MAL,1,T2_meanmax,9.629690552768037e-4
snow_days,0.16178319657240234,NA,perm_r2,MAL,1,T2_meanmax,0.022364893814082944
tpi100,0.02141610512682751,NA,perm_r2,MAL,1,T2_meanmax,0.012599448158111424
water_prop_500m,0.014568384549150415,NA,perm_r2,MAL,1,T2_meanmax,0.011332037440239464
canopy_cover2m_10m,0.050716925401421885,NA,perm_r2,MAL,1,T2_meanmax,0.027034951466355463
moist_med,0.09961725830989243,NA,perm_r2,MAL,1,T2_meanmax,0.02174354157201898
altitude,0.7039124721462398,NA,perm_rmse,MAL,1,T2_meanmax,0.08601251244746322
wetland_prop_100m,6.200674548997864e-4,NA,perm_rmse,MAL,1,T2_meanmax,6.353736001773674e-4
snow_days,0.194082938776845,NA,perm_rmse,MAL,1,T2_meanmax,0.037834645269895946
tpi100,0.022349171067971584,NA,perm_rmse,MAL,1,T2_meanmax,0.01137636347050594
water_prop_500m,0.010279994956874539,NA,perm_rmse,MAL,1,T2_meanmax,0.01714135867678032
canopy_cover2m_10m,0.05979495696688138,NA,perm_rmse,MAL,1,T2_meanmax,0.018591909243583574
moist_med,0.1045366848808235,NA,perm_rmse,MAL,1,T2_meanmax,0.03478006610516811
altitude,0.9445625754417071,NA,pdp,MAL,1,T2_meanmax,NA
wetland_prop_100m,0.020011394940775754,NA,pdp,MAL,1,T2_meanmax,NA
snow_days,1.1218925897480583,NA,pdp,MAL,1,T2_meanmax,NA
tpi100,0.23020736651550835,NA,pdp,MAL,1,T2_meanmax,NA
water_prop_500m,0.13660006558488186,NA,pdp,MAL,1,T2_meanmax,NA
canopy_cover2m_10m,0.15574716545575995,NA,pdp,MAL,1,T2_meanmax,NA
moist_med,0.34413054849761815,NA,pdp,MAL,1,T2_meanmax,NA
altitude,5.939807287545442,NEG,tstat,MAL,1,T2_meanmin,NA
wetland_prop_100m,0.3348550097459784,NEG,tstat,MAL,1,T2_meanmin,NA
snow_days,4.336383218437204,POS,tstat,MAL,1,T2_meanmin,NA
tpi100,1.162667535357758,NEG,tstat,MAL,1,T2_meanmin,NA
water_prop_500m,0.9905304689183613,NEG,tstat,MAL,1,T2_meanmin,NA
canopy_cover2m_10m,1.5044242060163329,POS,tstat,MAL,1,T2_meanmin,NA
moist_med,2.816554584183656,POS,tstat,MAL,1,T2_meanmin,NA
altitude,0.5508457931905867,NA,perm_r2,MAL,1,T2_meanmin,0.02302946659043968
wetland_prop_100m,0.002083134260185504,NA,perm_r2,MAL,1,T2_meanmin,0.004473050063864219
snow_days,0.20216328287433172,NA,perm_r2,MAL,1,T2_meanmin,0.022840085469904448
tpi100,0.00813860588188966,NA,perm_r2,MAL,1,T2_meanmin,0.009160459193261278
